0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0, 1024, 2048, 3072, 4096, 5120, 14336, 15360, 16384, 17408, 18432, 19456, 28672, 29696, 30720, 31744, 32768, 33792, 43008, 44032, 45056, 46080, 47104, 48128, 57344, 58368, 59392, 60416, 61440, 62464, 71680, 72704, 73728, 74752, 75776, 76800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1, 1025, 2049, 3073, 4097, 5121, 14337, 15361, 16385, 17409, 18433, 19457, 28673, 29697, 30721, 31745, 32769, 33793, 43009, 44033, 45057, 46081, 47105, 48129, 57345, 58369, 59393, 60417, 61441, 62465, 71681, 72705, 73729, 74753, 75777, 76801, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, 1026, 2050, 3074, 4098, 5122, 14338, 15362, 16386, 17410, 18434, 19458, 28674, 29698, 30722, 31746, 32770, 33794, 43010, 44034, 45058, 46082, 47106, 48130, 57346, 58370, 59394, 60418, 61442, 62466, 71682, 72706, 73730, 74754, 75778, 76802, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3, 1027, 2051, 3075, 4099, 5123, 14339, 15363, 16387, 17411, 18435, 19459, 28675, 29699, 30723, 31747, 32771, 33795, 43011, 44035, 45059, 46083, 47107, 48131, 57347, 58371, 59395, 60419, 61443, 62467, 71683, 72707, 73731, 74755, 75779, 76803, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4, 1028, 2052, 3076, 4100, 5124, 14340, 15364, 16388, 17412, 18436, 19460, 28676, 29700, 30724, 31748, 32772, 33796, 43012, 44036, 45060, 46084, 47108, 48132, 57348, 58372, 59396, 60420, 61444, 62468, 71684, 72708, 73732, 74756, 75780, 76804, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5, 1029, 2053, 3077, 4101, 5125, 14341, 15365, 16389, 17413, 18437, 19461, 28677, 29701, 30725, 31749, 32773, 33797, 43013, 44037, 45061, 46085, 47109, 48133, 57349, 58373, 59397, 60421, 61445, 62469, 71685, 72709, 73733, 74757, 75781, 76805, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6, 1030, 2054, 3078, 4102, 5126, 14342, 15366, 16390, 17414, 18438, 19462, 28678, 29702, 30726, 31750, 32774, 33798, 43014, 44038, 45062, 46086, 47110, 48134, 57350, 58374, 59398, 60422, 61446, 62470, 71686, 72710, 73734, 74758, 75782, 76806, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7, 1031, 2055, 3079, 4103, 5127, 14343, 15367, 16391, 17415, 18439, 19463, 28679, 29703, 30727, 31751, 32775, 33799, 43015, 44039, 45063, 46087, 47111, 48135, 57351, 58375, 59399, 60423, 61447, 62471, 71687, 72711, 73735, 74759, 75783, 76807, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8, 1032, 2056, 3080, 4104, 5128, 14344, 15368, 16392, 17416, 18440, 19464, 28680, 29704, 30728, 31752, 32776, 33800, 43016, 44040, 45064, 46088, 47112, 48136, 57352, 58376, 59400, 60424, 61448, 62472, 71688, 72712, 73736, 74760, 75784, 76808, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9, 1033, 2057, 3081, 4105, 5129, 14345, 15369, 16393, 17417, 18441, 19465, 28681, 29705, 30729, 31753, 32777, 33801, 43017, 44041, 45065, 46089, 47113, 48137, 57353, 58377, 59401, 60425, 61449, 62473, 71689, 72713, 73737, 74761, 75785, 76809, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
